distances_dijkstra,distances_euclidean
9139.91612230724,6520.662494757046
1934.1206993998744,1358.4092003870194
5905.474681599933,5043.2805286911835
2036.209796375165,1486.6828510722007
7423.130253755242,6026.339557097557
1820.7045036819454,1432.1437403817474
3025.4934310460344,2526.41506179916
1990.9931502872346,1124.1029095138822
4922.289623475516,3637.7321602034876
3042.752627930202,2436.9389409908517
1848.9357590004313,1188.9252560010714
8366.86037101468,4368.377774661496
2663.5442617564336,2023.5650192898252
4879.430243761019,3671.453178933716
2702.3700444855117,2398.1550974161837
5576.143383325856,3490.920956471653
3855.2523662126923,2646.2312361327686
6403.0487874320115,4176.362035903633
2833.938918353803,1881.6840118254513
3879.9132596139066,3178.700438215618
6219.077284993597,5233.097192689504
5409.14640038221,3450.3506424986012
1654.033322544102,710.3435570914788
1583.5308441760626,1319.4599967408362
6581.295965854005,4343.287076112243
5872.523558535773,4154.370049142805
3685.965384722113,2321.4195163668423
2211.827101088651,1033.4030252655916
6374.616648281201,4091.698545985981
6977.039913126969,5851.298936933865
4496.231482905897,2530.503568855448
4236.095136313347,3070.098883686011
4697.142180663401,2725.636225659637
6574.125003464275,5476.034756277107
5977.893981070999,5057.789309526517
5709.53426914417,4092.0617517949654
3832.5253386286226,2958.83736089305
3445.279180892975,2738.5437003507377
5546.403431275086,4344.957461975989
2828.362058690003,2213.934865250764
5187.486005024724,1302.8234944194744
4447.558530064591,3708.003721228461
5740.742214032842,3679.4218581258574
5419.449852282938,3193.4307741491757
2108.9297450909726,1174.0295409982227
6256.30940040832,5237.386291872461
5905.8036514302,4312.245854817697
2987.792331349401,2002.60654890275
8537.669271572826,4210.32278264627
7749.7032353719915,6493.263192307994
2245.046597440536,1571.7838051641754
4981.158772535281,2859.247394272044
6968.0909568863435,4715.0520310648
7382.034065804079,5251.971079459659
6333.261188115097,4047.8640470690025
5576.889115277258,3566.3912888989116
4388.897198916632,3946.4010269638184
4483.948255929733,2760.4343650611145
4378.487576207924,3160.058347787124
3437.132446658827,2661.419802929038
7558.9108884921625,4552.543959451359
4363.16149803831,3311.8076172925335
4357.139663388732,3666.830110686666
5396.960229880601,4015.149890434906
9779.256760169288,6042.793677206713
7260.193183168442,4745.482272201906
3880.9032656564577,2639.6925896265366
4673.811183073345,3427.8827932019835
3550.5595997040573,2852.2783907912935
6963.204309594105,5972.691102119605
4057.710245116219,3643.6116296010464
3713.0464593011216,2855.7922533426326
7865.009046700112,5647.538443025745
3569.8473736195924,2308.8885119115944
5754.919142320685,3346.005540065308
2663.3167027346003,1998.9320421525124
2345.115647708774,1409.0402367002096
6733.178015998369,5809.57663400258
1651.9673209293535,1260.5770902585764
6293.432258432861,4123.753288215366
5274.355910436704,4353.3578337195995
6321.293309455468,4093.406040844596
2520.841649256273,1630.9664779039786
2548.8134775359576,2123.04423602908
4536.091396583953,3593.6227393915574
5332.379974585671,4559.927899192863
5665.833260528357,4685.972482620305
5825.793590770494,3780.1126640219322
4470.108334656334,3581.5074620370497
6436.589741703257,4214.36529351859
7596.421226965735,5200.131027544217
8038.1969499956285,3794.90340187104
4509.248226255263,2578.2619784568483
5919.428625358971,3145.6507059705086
1875.427448598149,1238.7782650101285
8461.170996202385,6091.194269651918
1872.1741865213037,938.8403131395983
7079.375859040766,4749.964912164178
2226.9383310693106,996.4608784468918
6048.584468101742,4971.3772549892465
4534.180399243547,2962.448150507082
3708.75710416834,2746.682620935717
3322.537606241679,2552.083503955284
2728.794663699546,1776.2359214102223
5864.457519665347,3246.5147807214016
1933.9751420684902,1731.4243406033017
5274.4198064011425,3804.2824910758395
2925.5554559036054,2360.154192912729
3526.0323203348685,2560.1180444830447
2128.661394477501,1674.7567684547575
4352.937724441025,3330.753403252166
1175.5982406772066,1067.145493614329
3082.180078996315,2867.5844821487362
5735.566773405524,4845.39550519586
3359.0353373912235,2512.0693921724846
1650.791863993208,1366.19442796822
1894.991630659432,1490.603497255806
4531.184902863019,3655.8186358694247
6267.513121175897,4438.669061511085
4080.954947362238,2196.18512251456
2455.336256914467,1484.3203257047714
4324.505585290214,3543.904011931148
6685.654491489118,5394.046980959314
2066.127740735523,1676.5799719055105
3075.4629306330708,2240.5783396595907
2647.0311176724126,2130.631976728869
5964.933233036086,5012.404259577636
5390.794828362253,4728.300635868846
4804.416583943196,3188.7227437510946
4227.514901268747,3210.690628417858
3378.5609788731986,2447.000285507778
3819.8124595398954,3291.930663313843
3880.0709678432204,2615.082084417606
5716.647505414372,2241.230906928075
4940.2281572534985,3956.987757885793
3690.631151041855,2773.7910757479285
3369.33878929195,2749.9020886007534
382.3387733557813,284.89364181001196
5669.2102476995715,4880.879262201676
4491.846326022499,3849.7341169997553
1328.5073650854604,971.4985852899985
4276.848206489903,3100.696169199594
7067.396395875657,6006.013853177883
1225.9561509419505,1144.3517729565806
2931.0477095442925,2374.582396485407
4917.979893895357,4042.0309081767577
5331.923002813091,4508.261766066167
4283.15012512411,2992.5522442506976
3526.7780522862704,2617.226940940861
4612.082610334725,3782.0832608171786
2433.837192938745,2101.934455411871
2723.032672955483,2040.8033999976037
3929.802073847735,3102.347090364757
5056.5080371428285,3471.5822170337487
4892.322998427958,3503.292131329855
5527.462857363206,4070.5860527735363
4393.618168686384,3615.671865566293
7276.853908819954,5112.700089506319
5210.082120177454,3841.9782497192546
2352.287770971578,2113.5807074544605
3016.9359220441447,2305.0323999997577
3945.5491623441812,3000.0666874207664
7186.389721012199,6009.687757052252
4280.895656534312,3471.7434379901642
4108.036021941246,3140.2459562568865
5814.897983709124,4960.196216409808
1787.3185656902401,1345.1146510189117
3252.51629097135,2290.0053402518815
4059.589984019184,2402.1474638816344
615.3980000481973,436.6335072028931
6956.363427416462,5874.0439571378365
3016.882003583984,1919.2288809151796
4243.321195441873,3645.60750791799
6464.212019806471,4670.278039556647
4271.182246464482,3394.15232725137
530.3089822610793,530.3079185561262
2306.033367784881,1952.2696837439494
2809.5004248487617,2552.883944173943
5555.5653860037655,4530.921780165168
5889.018671946451,4615.140555221451
3775.6825277795056,3255.033752176849
4290.287019002961,3310.553942778538
4386.478678712269,3177.4254403231275
5546.310163974751,4371.151026292058
3412.156438334478,2670.80106160116
2459.1371632642745,1967.489035011815
2853.2408151610157,2053.3940917160503
2675.7458307291313,1789.5298779173854
6411.059933211398,5565.332492152004
377.6588680897362,289.7635890393498
5132.853437170453,3826.6196514046505
1604.4905784994269,1274.262429935251
5439.392697673551,4515.324171189511
2484.069336252559,2266.5185336570603
8177.591598804203,5151.567593250494
3853.877020128913,3388.1238844905392
2771.826360070538,2104.178770302416
7203.980411974507,4178.704223827953
5324.967099056799,3450.9321393007444
7780.60944846613,4884.978670451511
6023.658453127643,3582.577064436507
1517.618695331068,1090.9285976969097
6852.253836576088,4370.796152662397
5031.33776712426,3207.64158370291
7471.57013000281,5061.861466963332
9556.685095693962,6663.506074335407
5856.661470183997,3528.3088932731034
5500.158497711643,4089.565167492591
5377.192866707346,4206.79632192998
7503.951434920031,5049.412824333686
6318.060413831554,4236.35804786281
3074.747818608301,2293.34515639412
3580.4186133438334,3161.432261312917
7990.214957376982,5256.044987884685
10350.915134908819,7030.668692852745
5800.784283774337,3365.7095347112563
654.0163234407408,594.0801204432831
6611.329330854244,4112.8526117387455
9826.61424032376,6675.699025640958
9315.501791771363,6653.786454067112
867.6898858624936,454.6069534275334
4411.528543705803,3385.3308411194375
7484.871606197578,4739.554217656095
1663.755647373303,1203.4421834184584
4337.763252742645,3403.389836720612
10861.84560503792,4914.096712417212
10121.91813007778,6551.389397655676
6189.947263176918,3798.5363035665373
7488.087704497257,4793.346472608916
3585.1477808959044,2544.916155663292
9593.917211108683,6747.787980519425
8581.926622435798,5664.1396917923885
4345.869281810003,2726.1183887455163
2319.300279730707,1718.1750600970752
10732.657039295356,7527.015937844694
4708.157386989863,3662.584710290767
6895.345922726125,4448.516471070779
7872.6980907774005,5394.4948566623925
7809.127367627117,5594.484598152369
4279.173054976659,3207.578916649173
6024.4041850790445,3545.4577834071265
8526.99693755916,6027.275812989561
6398.135406120577,3989.1367426267316
2870.7177246418423,2152.056315570814
9111.492046672023,5813.196104019713
3878.8590445771006,3285.8578456542373
10037.521098051504,6083.065830609766
5235.716924868158,4255.598028912381
8214.736490974821,5568.421106006749
6099.204916254226,5446.940013263183
6063.841821122913,4542.606539535256
6702.234055672598,4202.847398533641
2622.896127688623,2075.227979132274
3996.096454999838,3060.1724265097364
11125.975832435412,8336.0989396945
8163.811473501128,5741.953277707451
4532.786482738855,3418.8912502921808
8533.564409001972,6130.4683482753
5814.96191515789,2971.176461952225
4660.19923701264,2864.636116483628
4517.282268918609,3320.463149379181
3088.0594944576223,2323.357206521397
10895.949538839675,8235.412651789657
3944.727489317342,3534.12440197062
8027.558526031156,5465.431289826835
6514.759312462128,4485.5023402085235
7243.5000498544305,4817.979969168937
3174.3743268658804,2270.2989458682746
7316.60126652029,4445.976859065037
924.8354497878067,835.4940969858264
9463.15298716936,6862.971044082447
9828.604783369668,6896.029113890788
7736.3184924268735,5064.315960109086
8294.504158771451,5485.343975223694
4516.862220857146,3440.2372110463407
8025.050057246576,5221.933401524632
2473.4971255191963,2037.427945275931
6423.435376446107,3981.2022586881117
3389.5217712917547,2515.555672490114
3766.1749774155887,3344.2091091715342
10051.375513399731,7045.627068745948
3822.013793706032,2769.2838388526443
5883.024496995237,4452.332629165929
3093.147846507503,2970.3221854017793
9330.538306892407,6250.051651442358
6408.7762996616675,4025.504838091163
4578.250184138544,3624.7154110522465
6438.27017541437,4847.281000539793
1388.562464173189,1012.7795860987563
7269.387294716654,6089.909024349004
386.7115753117245,352.60385242540116
3647.5531877255453,2861.0417880046766
5224.643132598752,4065.299737854364
4476.148571173991,3079.2642275240155
2990.223472229494,1984.387472030433
1709.068978169817,1176.338643626281
3879.2121489993497,3030.8509048212336
3480.5562047819,2859.6262822784856
3056.7625105555558,1744.1172015687225
1587.1773165845518,1145.6350231766305
4652.705770253694,2794.652248606311
8262.480609491407,6591.308804146049
6075.9224356777495,4619.646277274021
4152.703792144838,3458.4171712891434
3750.037859667644,2291.6497522472796
4637.17477713272,3703.8193467103292
2567.6412873055874,2154.960609969348
6181.79000191544,4720.868467563938
2768.5519850630885,1595.2725340025127
4234.2598674700275,3359.848879841417
3638.028845076751,2797.541175384093
8786.142872837117,5558.405633104556
6222.482389584257,5391.2315536015085
1202.9502117554512,928.3616303598571
7801.538748433816,5354.4728882668
5875.038456158731,4650.820168414715
3635.0957931280973,1929.980374136218
2895.1683181679628,1410.217513997026
3812.1520184325304,2904.7905037516916
3010.2946997787417,1452.1706833497753
3704.8763795974605,2827.424179104662
3916.4442644140713,2997.5531255931337
3565.9385154359516,2312.337260782241
3439.632758670084,2473.2867294935218
6609.079075972515,4889.023805500913
5409.838099377747,4355.96351228414
2096.5814552997285,1489.7285663983964
3052.568576934969,1388.3053751147972
5039.500761286034,3066.242414745689
5453.443870203767,3690.790127245857
4404.670992514786,3763.7216497839986
3648.2989196769468,2972.7108167070605
2049.032062922383,1592.1315144234761
2555.3580603294213,1752.7155544334098
4513.257648931376,3585.2187746462696
1884.7422347622005,893.714132992119
5630.320692891852,4322.535159921322
1982.048853289396,951.3833383882488
7522.430345678718,6096.227272667888
3057.0950938863516,1956.648547520928
7850.666564568975,4920.49280605731
5331.6029875681315,3708.4130957587367
1624.1295185429146,1418.8260982834104
4801.349491375135,3866.22733590342
5940.516650659692,5265.928262394249
4623.339173599857,3544.432643768436
1717.8451091219706,1322.988440053911
6103.003510256757,5290.578439590118
5936.418851099799,3914.3922332810494
3103.43666350633,2374.5477576877747
3826.328946720374,3254.2567435082938
6054.5574723346945,4435.78963204429
3714.5064140948334,2977.5068927773323
4393.31288000412,3388.4888140203584
4381.281746067466,3685.3230368909844
3389.326069139583,2183.14645796564
8459.179508121983,6789.186653944836
4392.703113855157,2628.639690781939
3629.4173963077155,2917.5580358047
1044.47003896862,742.5369092156579
7110.952773816835,4720.684460513826
