,Y,X
1688,9782.75497270113,7016.838147401977
1689,17153.05774251972,11312.637772971637
1690,3592.363474951058,3110.393820682008
1691,10494.105013794835,5026.750176923759
1692,14997.292893889982,8830.795321623136
1693,6907.803209027939,4207.374091458384
1694,2410.2746101598123,1505.1400720111596
1695,31904.266761779912,19985.528688811042
1696,22351.387206994703,15887.971297095124
1697,32352.087604683406,20312.857997049774
1698,3765.1074009013437,2688.508135385604
1699,18448.29088206531,14322.867855867104
1700,1466.4004134498343,829.4503691029977
1701,20321.219816665038,12232.288975195675
1702,42578.509610854984,28939.269879812382
1703,7269.78913455779,5297.224865529857
1704,6624.345397165706,4615.596381119091
1705,18417.237525918423,14247.763602433206
1706,6057.484970017457,5260.808385800226
1707,35734.10522192683,21410.024195534625
1708,12119.528090526834,10191.214189827988
1709,26741.85227081699,17182.725955973146
1710,15350.498584301497,12492.939436502285
1711,8488.069560614957,6723.050283872044
1712,15632.078657359525,12121.374925693635
1713,31924.755646522866,19295.768131338544
1714,33806.788546216194,19120.120738027676
1715,10358.46252910888,9092.350918115535
1716,29207.69263214056,17528.290271915528
1717,10701.565171689777,7839.151028321575
1718,21399.432461023865,15303.594627032615
1719,41998.90694418925,25627.44671465788
1720,35595.10100709622,22896.590738465497
1721,22190.789408407534,17270.03969277414
1722,3174.2637807441715,2347.8484058751005
1723,4046.4925658445845,3155.387221609981
1724,34815.646446372055,20416.379040513846
1725,16033.901924089423,10318.283469036529
1726,11943.059575982268,6417.685011558194
1727,9615.635201931538,7737.019814100426
1728,1541.3726909162724,835.0094477902851
1729,37195.20286603723,22327.06630823539
1730,14282.857354891623,11581.707824734309
1731,10613.50221080644,7149.924866310977
1732,5554.98348388107,3483.312136175561
1733,8589.329377563019,6249.776051506249
1734,11144.819313931363,8766.5138157711
1735,5863.739170754935,3064.020928062556
1736,17954.950077859783,9369.933474604659
1737,7623.408393913654,5391.92421101774
1738,2476.191921042616,1556.3627874857361
1739,5733.793449565483,4531.457876464004
1740,17894.797232607,10317.6518450013
1741,2720.74019964857,1639.0682441886088
1742,5793.104940730277,3694.031911949575
1743,7624.058199776429,4785.783736303215
1744,29326.28516227032,17776.471443915863
1745,31474.881009549732,20557.936001669244
1746,6681.371709931604,4672.899132982852
1747,7865.38461402072,4092.7524176138527
1748,18093.83556135429,10503.317137827415
1749,8646.012881295912,5761.476311536457
1750,9867.752759105699,6006.429729069242
1751,5416.778426264888,3519.672515661095
1752,21551.82448427251,13771.32880328699
1753,5304.798013699896,3681.572115549672
1754,13131.624771292827,10532.528839329549
1755,17215.071425596456,10492.629006055595
1756,9639.93095461489,6859.825098720033
1757,24473.4778846268,13963.756348566161
1758,9095.93172266031,5453.1374238091585
1759,26120.464769087026,17998.193474484462
1760,3573.2203490128145,2462.7085434599894
1761,4251.046701042058,3507.3484229596793
1762,13302.838456085161,7361.01938697622
1763,8674.819010184043,5629.025439004987
1764,2327.2753112214396,1726.0081602975788
1765,6410.35297522414,4341.695012622703
1766,8661.115806624035,4834.21941429115
1767,3751.8484970407276,2311.0057762340325
1768,4480.626078834855,2851.1068362810242
1769,8698.873120309789,6668.315364510057
1770,9478.221276759912,5751.838333738008
1771,21161.561994484346,14703.426498146428
1772,21587.454195468923,12125.875791996043
1773,21609.382837387853,15077.733019248908
1774,8714.882510748206,4475.734087893429
1775,13260.498184301283,10207.19006531303
1776,10785.145396528953,6590.042111472195
1777,9578.515049369456,5218.0565706589705
1778,31882.20753074004,23467.62224814765
1779,4233.571787408477,3217.1748959061356
1780,3733.7603623036216,2450.6955551248166
1781,13866.441890527385,11179.638948570984
1782,6669.070381271327,3757.738696453553
1783,25037.803141811866,15887.679754155643
1784,10716.489357595538,6655.799359943972
1785,19204.806335620982,12308.624046218014
1786,9419.90115458797,6690.581584437655
1787,7247.57471182366,4539.674192658563
1788,12006.025694745684,8993.183019471935
1789,21182.050879227296,13854.866742899134
1790,23064.08377892063,13231.52721103335
1791,7400.579027406829,4834.17678102437
1792,18464.98786484499,11893.88488595336
1793,3305.6246443965933,2191.677584594395
1794,25086.10936526151,11915.116919021204
1795,31302.6048640743,19784.035542149806
1796,24898.798926981268,17480.797737482288
1797,22177.58020924123,13859.57578107017
1798,9303.670923351567,6341.709104178133
1799,10558.870584727314,7289.971369947729
1800,24072.94167907648,14498.580491355431
1801,5291.197156793835,4245.118706230345
1802,1557.6315115442123,924.8891511096849
1803,7638.047711406069,5511.422027787916
1804,12265.358628487713,7696.052253413249
1805,26498.90078592227,17095.565643213264
1806,7541.804674479489,6373.019957759379
1807,7203.724227608437,4448.33623599429
1808,13210.228833713054,9826.172077633692
1809,18640.71042922087,14341.303879754036
1810,15941.562579624173,10146.617660741402
1811,19574.418688338355,15448.567694246241
1812,12405.772577132982,9589.218694716716
1813,9782.464073609683,7115.805318831019
1814,5257.47544872968,3192.4887551061192
1815,27972.62064147623,16477.62906931202
1816,12798.563608517803,8344.421127818092
1817,5619.378681461131,3646.3899880135796
1818,6064.43045167505,4405.92490658442
1819,39404.108571139535,24498.193259485266
1820,41552.70441841894,27506.03870829987
1821,11380.079974865374,9010.669116390063
1822,5286.968056865217,3067.759089478888
1823,28171.65897022352,16632.716577744923
1824,2169.8673579612196,1389.2987188269146
1825,6965.550201317037,5496.20879747388
1826,9193.89102782189,7098.157387183459
1827,31629.647893141722,19726.78576210076
1828,12125.107714693066,8871.920168352533
1829,20277.667507011112,15526.512686089942
1830,27292.894834465682,16804.845424249
1831,16710.11458587374,12313.060614880984
1832,34551.30129349603,20872.713504068124
1833,2987.5516361161913,2228.6633038733
1834,36198.288177956245,24545.419474019138
1835,9226.579457280714,6064.199783486207
1836,7827.9387880497225,4336.5201865354165
1837,23380.661864954393,14434.668285526992
1838,2498.6795378900533,1524.1951304739766
1839,10336.165923347415,7700.032935425396
1840,16488.17638409337,11478.772942774738
1841,6338.590759033405,4819.982443354389
1842,9829.223655368485,4842.286769216996
1843,14332.411535463634,9522.51872858155
1844,3253.8295127498973,1838.3677353892942
1845,2645.969683300366,2110.058187729937
1846,31239.38540335356,21228.33515513064
1847,24939.722206618277,17573.388473205418
1848,31687.206246257058,21577.323213845484
1849,5387.3965807862705,2982.0196299606173
1850,21036.625881688884,15874.910601044907
1851,2325.087058740667,1883.8362250967557
1852,19656.338458238686,11920.092143374555
1853,41960.03093960925,30153.642682185084
1854,7810.46387441614,4414.06073234433
1855,7158.78112355899,4905.5626202421445
1856,21005.572525541997,16077.210449098653
1857,8645.819969641032,6687.394706963669
1858,35115.6265506811,22563.647733480793
1859,14707.863090150404,11752.371508469638
1860,29282.62974449022,18546.10601011719
1861,19497.724563457195,13408.081706656096
1862,11076.404560238529,8301.49201506882
1863,18220.4136569831,13874.332319087664
1864,31259.87428809652,20467.08789367434
1865,33141.907187789846,20086.16204099791
1866,12946.797528732455,10375.497454709337
1867,28542.811273714215,18598.52715491575
1868,11230.47483217817,8552.347081283935
1869,23987.76746064744,17076.526919366795
1870,41380.428272943514,26651.74292978767
1871,34976.62233585049,24106.259717211044
1872,24779.124408031108,19072.23970737673
1873,1372.0499064929304,828.7360093208815
1874,795.1285729028548,591.847758827619
1875,34150.76508794571,21376.745570310235
