distrito,entidad,ganador_2018,pan_2018_%,pri_2018_%,morena_2018_%,pan_2015_%,pri_2015_%,morena_2015_%,candidato_pan,candidato_pri,candidato_morena,pobreza_2015_%,pobreza_extrema_2015_%,diff_pan,diff_pri,diff_morena
10,19,PAN,0.348171981,0.153566034,0.156002359,0.351276019,0.234693521,0.037059238,JOSE MARTIN LOPEZ CISNEROS,MARIO JESUS PEÑA GARZA,MA DEL ROSARIO PIEDRA IBARRA,0.166748,0.01048,-0.003104038,-0.081127487,0.118943121
11,19,PAN,0.29785018,0.193160595,0.183324782,0.360712549,0.267446444,0.029955722,ERNESTO ALFONSO ROBLEDO LEAL,HECTOR GARCIA GARCIA,ARTURO BENAVIDES CASTILLO,0.188065667,0.011959,-0.062862369,-0.074285849,0.15336906
12,19,MORENA,0.121340595,0.209970821,0.234476462,0.244435475,0.313525566,0.02016065,BERTHA MARTINEZ MORIN,CARLOS BARONA MORALES,SANDRA PAOLA GONZALEZ CASTAÑEDA,0.2167154,0.0112016,-0.12309488,-0.103554745,0.214315812
1,20,MORENA,0.094286801,0.18110314,0.410416183,0.1090922,0.351143231,0.170498477,LAURA ALICIA CASTELLANOS BARRERA,JORGE ANTONIO ILLESCAS DELGADO,IRINEO MOLINA ESPINOZA,0.745690455,0.300510818,-0.014805399,-0.170040091,0.239917706
2,20,MORENA,0.042334061,0.217229789,0.434715775,0.067418106,0.317128805,0.146252448,ANAMIA MENDEZ ORTEGA,FRANCISCO MARTIN VELA GIL,IRMA JUAN CARLOS,0.841664461,0.428665039,-0.025084045,-0.099899016,0.288463327
3,20,MORENA,0.0672718,0.155619411,0.476058759,0.102891689,0.274710483,0.131843394,GLORIA NAXHIELY ESTRADA BAUTISTA,JUAN ANTONIO VERA CARRIZAL,MARGARITA GARCIA GARCIA,0.817268182,0.295256263,-0.035619889,-0.119091072,0.344215365
4,20,MORENA,0.072408127,0.14565676,0.48955334,0.15777936,0.264297541,0.203250303,MARIA DE FATIMA GARCIA LEON,FELICITAS HERNANDEZ MONTAÑO,AZAEL SANTIAGO CHEPI,0.808503008,0.310365686,-0.085371233,-0.118640781,0.286303037
5,20,MORENA,0.041686216,0.149865039,0.546458162,0.065327814,0.306487761,0.091821056,VICTOR RAFAEL GONZALEZ MANRIQUEZ,JOSE ANTONIO ESTEFAN GILLESSEN,CAROL ANTONIO ALTAMIRANO,0.801029822,0.324237578,-0.023641598,-0.156622722,0.454637106
6,20,MORENA,0.036296612,0.145764811,0.427736851,0.039343663,0.268458339,0.172841538,JOSE ALEJANDRO LOPEZ SANCHEZ,FANY IVONNE GUZMAN VASQUEZ,BEATRIZ DOMINGA PEREZ LOPEZ,0.888677171,0.459623305,-0.003047051,-0.122693528,0.254895313
7,20,MORENA,0.033438514,0.225967602,0.435593811,0.043587831,0.284375241,0.105870857,AURELIA BENITEZ CASTILLEJOS,MARIA LUISA MATUS FUENTES,ROSALINDA DOMINGUEZ FLORES,0.701728048,0.23550081,-0.010149317,-0.058407639,0.329722954
8,20,MORENA,0.102253962,0.135437031,0.520783904,0.120782967,0.219994791,0.148161726,NA,MARTHA ALICIA ESCAMILLA LEON,ANGEL BENJAMIN ROBLES MONTOYA,0.458571143,0.081134857,-0.018529005,-0.08455776,0.372622178
9,20,MORENA,0.034297705,0.234068016,0.419826231,0.041649051,0.422037742,0.097172579,TOMAS BASALDU GUTIERREZ,MIRIAM PILAR LIBORIO HERNANDEZ,MARIA DEL CARMEN BAUTISTA PELAEZ,0.827715071,0.380980548,-0.007351346,-0.187969726,0.322653652
10,20,MORENA,0.113373575,0.155242197,0.438373824,0.220013095,0.301737927,0.098971499,JUAN MENDOZA REYES,JORGE ARMANDO ZARATE MEDINA,DANIEL GUTIERREZ GUTIERREZ,0.872719185,0.410795492,-0.10663952,-0.14649573,0.339402325
1,21,MORENA,0.256415017,0.19305988,0.30232226,0.374462776,0.372584636,0.050922277,ERIKA PATRICIA VALENCIA AVILA,RICARDO URZUA RIVERA,MIGUEL ACUNDO GONZALEZ,0.774404579,0.231583474,-0.118047759,-0.179524756,0.251399983
2,21,PRI,0.221620736,0.286908717,0.222467599,0.359972875,0.412780133,0.036703711,MAIELLA MARTHA GABRIELA GOMEZ MALDONADO,JUAN ENRIQUE RIVERA REYES,EVELIA HERNÁNDEZ JUÁREZ,0.814923345,0.274562828,-0.138352139,-0.125871416,0.185763888
3,21,MORENA,0.208234001,0.21357585,0.303597532,0.374247133,0.266106555,0.088710194,GUADALUPE SOTO RAMIREZ,KARLA VICTORIA MARTINEZ GALLEGOS,CLAUDIA BAEZ RUIZ,0.713359714,0.167606214,-0.166013132,-0.052530705,0.214887338
4,21,MORENA,0.166590064,0.213795339,0.356204613,0.151617109,0.350112023,0.038798117,ROSALIO ZANATTA VIDAURRI,NESTOR CAMARILLO MEDINA,INÉS PARRA JUÁREZ,0.82555695,0.2728502,0.014972955,-0.136316684,0.317406496
5,21,MORENA,0.147703298,0.148502287,0.406528732,0.299642803,0.193670638,0.090932851,JOSE GAUDENCIO VICTOR LEON CASTAÑEDA,JANET GRACIELA GONZALEZ TOSTADO,LIZETH SANCHEZ GARCIA,0.715769333,0.106528167,-0.151939505,-0.045168351,0.315595881
6,21,MORENA,0.16920581,0.140159654,0.486408956,0.245275103,0.218882026,0.153675029,MARIA DE GUADALUPE ARRUBARRENA GARCIA,FRINE SORAYA CORDOVA MORAN,ALEJANDRO CARVAJAL HIDALGO,0.406445,0.037554,-0.076069293,-0.078722372,0.332733927
7,21,MORENA,0.187669964,0.138478738,0.412646295,0.299724003,0.439316239,0.066248219,MARIO ALBERTO RINCON GONZALEZ,HUMBERTO ELOY AGUILAR VIVEROS,EDGAR GUZMÁN VALDEZ,0.706326769,0.112569154,-0.112054039,-0.300837501,0.346398076
8,21,MORENA,0.202333192,0.199060728,0.257215658,0.392755763,0.336590368,0.056854541,FERNANDO MORALES MARTINEZ,JUAN NAVARRO RODRIGUEZ,JULIETA KRISTAL VENCES VALENCIA,0.779212864,0.154589682,-0.190422571,-0.13752964,0.200361117
9,21,MORENA,0.269875186,0.078646056,0.457769067,0.284535195,0.140357627,0.170340039,JORGE FOUAD AGUILAR CHEDRAUI,LIDIA FELISA LOPEZ AGUIRRE,JOSE GUILLERMO ARECHIGA SANTAMARIA,0.3995015,0.0329175,-0.014660009,-0.061711571,0.287429028
10,21,MORENA,0.243285604,0.086357398,0.428326169,0.279366057,0.133639478,0.141311754,ANA CRISTINA RUIZ RANGEL,MARIA VANESSA BARAHONA DE LA ROSA,NAYELI SALVATORI BOJALIL,0.574670286,0.096794286,-0.036080453,-0.04728208,0.287014415
11,21,MORENA,0.191665321,0.113686534,0.472960749,0.211382285,0.227793364,0.165510016,JORGE ROBERTO RUIZ ESPARZA ORUÑA,RAMON FERNANDEZ SOLANA,BENJAMIN SAUL HUERTA CORONA,0.406445,0.037554,-0.019716964,-0.11410683,0.307450733
12,21,MORENA,0.238507815,0.113694661,0.447171013,0.24857527,0.179309713,0.177506837,ROXANA LUNA PORQUILLO,KARINA ROMERO ALCALA,FERNANDO LUIS MANZANILLA PRIETO,0.406445,0.037554,-0.010067455,-0.065615052,0.269664176
13,21,MORENA,0.187780396,0.18743344,0.372997171,0.16002649,0.331046358,0.086419426,NEFTALI SALVADOR ESCOBEDO ZOLETTO,JUAN MANUEL VEGA RAYET,HECTOR GUILLERMO DE JESUS JIMENEZ Y MENESES,0.765022619,0.223958,0.027753906,-0.143612918,0.286577745
14,21,MORENA,0.147934332,0.215561195,0.395308677,0.154101987,0.421046212,0.073338917,MARIA DEL ROCIO AGUILAR NAVA,MARITZA MARIN MARCELO,NELLY MACEDA CARRERA,0.834194,0.264117196,-0.006167655,-0.205485017,0.32196976
15,21,MORENA,0.144708934,0.149096794,0.478513053,0.366583648,0.169529371,0.061688423,LORENA ABASCAL HERRERO,LISANDRO ARISTIDES CAMPOS CORDOVA,ALEJANDRO BARROSO CHAVEZ,0.714745875,0.176484375,-0.221874714,-0.020432577,0.41682463
1,22,PAN,0.294788109,0.228426336,0.210685119,0.390169994,0.354146759,0.02832822,SONIA ROCHA ACOSTA,SERGIO DAVID PALACIOS MONTES,ASTRID ALEJANDRA ORTEGA VAZQUEZ,0.5305116,0.0974018,-0.095381885,-0.125720423,0.182356899
2,22,MORENA,0.254400122,0.181808302,0.313374522,0.332173795,0.312148078,0.048172713,ESAU MAGALLANES ALONSO,LUIS ANTONIO MACIAS TREJO,JORGE LUIS MONTES NIEVES,0.416139333,0.036826,-0.077773673,-0.130339776,0.265201809
3,22,MORENA,0.275230996,0.193087501,0.324287742,0.409399188,0.275692863,0.068065895,ALEJANDRO CANO ALCALA,MANUEL POZO CABRERA,BEATRIZ SILVIA ROBLES GUTIERREZ,0.229628,0.014576,-0.134168192,-0.082605362,0.256221847
4,22,PAN,0.358959375,0.141224596,0.29266065,0.425392987,0.240171974,0.081069461,FELIPE FERNANDO MACIAS OLVERA,MARIA CRISTINA NIÑO DE RIVERA BURGUEÑO,EUNICE ARIAS ARIAS,0.229628,0.014576,-0.066433612,-0.098947378,0.211591189
5,22,PAN,0.370342333,0.17808974,0.215513978,0.395639723,0.324649731,0.043541186,ANA PAOLA LOPEZ BIRLAIN,MARIA ISABEL AGUILAR MORALES,ANTONIO LOPEZ ANDRES,0.36754775,0.05881475,-0.02529739,-0.146559991,0.171972792
1,23,MORENA,0.143872959,0.131463763,0.466880654,0.089092824,0.4806787,0.132210895,MIGUEL RAMON MARTIN AZUETA,LESLIE ANGELINA HENDRICKS RUBIO,ADRIANA PAULINA TEISSIER ZAVALA,0.346376333,0.054948167,0.054780135,-0.349214937,0.334669759
2,23,MORENA,0.154745382,0.134711597,0.414463704,0.102096893,0.329970919,0.132897969,LUIS ALFONSO TORRES LLANES,CORA AMALIA CASTILLA MADRID,CARMEN PATRICIA PALMA OLVERA,0.667076,0.23208775,0.052648489,-0.195259322,0.281565735
3,23,MORENA,0.078451129,0.046021726,0.602526291,0.065725308,0.208153623,0.138722122,KARLA YLIANA ROMERO GOMEZ,ANA PATRICIA PERALTA DE LA PEÑA,MILDRED CONCEPCION AVILA VERA,0.276957,0.02616,0.012725821,-0.162131897,0.463804169
4,23,MORENA,0.175713775,0.070919859,0.507563803,0.121460571,0.191348895,0.122607335,GABRIELA DEL PILAR LOPEZ PALLARES,ELDA CANDELARIA AYUSO ACHACH,JESUS DE LOS ANGELES POOL MOO,0.360903,0.06149425,0.054253204,-0.120429036,0.384956468
1,24,PRI,0.195897655,0.253963214,0.178312877,0.237677398,0.318256951,0.037442374,JUAN JOSE JOVER NAVARRO,MA SARA ROCHA MEDINA,ARIEL JOSUE CHAVEZ REYNA,0.625843571,0.097468929,-0.041779743,-0.064293737,0.140870503
2,24,PRD,0.092360226,0.180561643,0.20409765,0.156753197,0.203368924,0.034984121,JOSE RICARDO GALLARDO CARDONA,JOSE LUIS ROMERO CALZADA,JESUS MARIA HERNANDEZ REYNA,0.496487,0.071503143,-0.064392971,-0.022807281,0.169113529
3,24,PRI,0.240439167,0.263405322,0.165381218,0.337251581,0.339355979,0.023117249,JORGE LUIS DIAZ SALINAS,OSCAR BAUTISTA VILLEGAS,ANA MARIA GONZALEZ CASTELLANOS,0.686424938,0.160741938,-0.096812414,-0.075950657,0.142263969
4,24,MORENA,0.191180964,0.182988313,0.309933033,0.316465108,0.339218245,0.032912007,RAQUEL HURTADO BARRERA,MARGARITA IBARRA VILLANUEVA,JOSÉ RICARDO DELSOL ESTRADA,0.596951,0.134614143,-0.125284144,-0.156229932,0.277021026
5,24,PAN,0.336889278,0.109671255,0.252048055,0.300874156,0.156140979,0.056840039,JOSEFINA SALAZAR BAEZ,MARTHA ORTA RODRIGUEZ,PALOMA RACHEL AGUILAR CORREA,0.239926,0.01891,0.036015122,-0.046469724,0.195208016
6,24,MORENA,0.234709719,0.087451023,0.313590792,0.245785961,0.099158511,0.049519903,MA. GUADALUPE ALMAGUER PARDO,MIGUEL TORRES HERNANDEZ,AMELIA ARAIZA DAVILA,0.239926,0.01891,-0.011076242,-0.011707488,0.264070889
7,24,PRI,0.220926681,0.240264884,0.189685256,0.295103198,0.284241972,0.048810217,MARCELINO RIVERA HERNANDEZ,BERNARDA REYES HERNANDEZ,ALFONSO FELIPE JOSEFA,0.807278385,0.309498154,-0.074176517,-0.043977088,0.140875039
1,25,MORENA,0.15866487,0.235267002,0.421926341,0.210995188,0.262554645,0.034614819,CARLOS EDUARDO FELTON GONZALEZ,IRMA LETICIA TIRADO SANDOVAL,MAXIMILIANO RUIZ ARIAS,0.39875,0.03402825,-0.052330318,-0.027287643,0.387311522
2,25,MORENA,0.160779097,0.170834065,0.470726136,0.269881964,0.418621541,0.065965508,ZENEN AARON XOCHIHUA ENCISO,RUBEN BENJAMIN FELIX HAYS,JOSE JAIME MONTES SALAS,0.314765,0.018606,-0.109102867,-0.247787476,0.404760628
3,25,MORENA,0.116948181,0.268025838,0.361540307,0.15961374,0.484820795,0.031184438,ADOLFO ROJO MONTOYA,MAYRA GISELA PEÑUELAS ACUÑA,JESUS FERNANDO GARCIA HERNANDEZ,0.459530167,0.0652455,-0.042665559,-0.216794957,0.330355869
4,25,MORENA,0.091515662,0.276544612,0.435046696,0.379096219,0.393545189,0.028422336,GLORIA GONZALEZ BURBOA,JOSE MENCHACA LOPEZ,CASIMIRO ZAMORA VALDEZ,0.470181333,0.070738667,-0.287580557,-0.117000577,0.40662436
5,25,MORENA,0.083071279,0.184570008,0.489016013,0.09852772,0.255256499,0.064596273,LUIS JAVIER DE LA ROCHA ZAZUETA,MOISES AARON RIVAS LOAIZA,NANCY YADIRA SANTIAGO MARCOS,0.248534,0.012285,-0.015456441,-0.070686491,0.42441974
6,25,MORENA,0.138184866,0.230543788,0.409953188,0.1609632,0.311723316,0.039531388,MA. DEL ROSARIO TORRES NORIEGA,MARIA EUGENIA MEDINA MIYAZAKI,OLEGARIA CARRAZCO MACIAS,0.3904006,0.0461608,-0.022778334,-0.081179528,0.3704218
7,25,MORENA,0.09535416,0.219005439,0.487560562,0.099406275,0.314685873,0.052557806,JOSE VIDAL JIMENEZ RAMIREZ,JUAN ERNESTO MILLAN PIETSCH,MERARY VILLEGAS SANCHEZ,0.248534,0.012285,-0.004052115,-0.095680434,0.435002756
1,26,MORENA,0.171848661,0.212527383,0.401752497,0.419988369,0.343198893,0.056544906,LEONARDO ARTURO GUILLEN MEDINA,GABRIELA GONZALEZ NAVARRO,MANUEL DE JESUS BALDENEBRO ARREDONDO,0.2660442,0.0252265,-0.248139708,-0.13067151,0.345207591
2,26,MORENA,0.165980872,0.226336993,0.36029154,0.41305233,0.320116731,0.032043518,ANGELICA MIRANDA MOLINA,HUMBERTO JESUS ROBLES POMPA,ANA GABRIELA GUEVARA ESPINOZA,0.281110273,0.018080364,-0.247071458,-0.093779738,0.328248022
3,26,MORENA,0.144456872,0.213096855,0.418424276,0.402062626,0.355017994,0.043017077,JOSE CARLOS SERRATO CASTELL,DAVID HOMERO PALAFOX CELAYA,LORENIA IVETH VALLES SAMPEDRO,0.194315,0.013725,-0.257605754,-0.141921139,0.375407199
4,26,MORENA,0.130955836,0.25898515,0.36512601,0.362474997,0.376697547,0.036440678,JESUS SALDAÑA LOPEZ,OTTO GUILLERMO CLAUSEN IBERRI,HERIBERTO MARCELO AGUILAR CASTILLO,0.269589341,0.030318927,-0.231519161,-0.117712397,0.328685332
5,26,MORENA,0.146879433,0.238820116,0.395132173,0.386644064,0.385220604,0.040096278,RITA OLIVIA BURGOS VILLAESCUSA,IRIS FERNANDA SANCHEZ CHIU,MARIA WENDY BRICEÑO ZULOAGA,0.194315,0.013725,-0.239764631,-0.146400488,0.355035895
6,26,MORENA,0.04257698,0.17632732,0.478300547,0.257290163,0.463325772,0.043184162,VERONICA ISABEL MONTOYA URIARTE,ANABEL ACOSTA ISLAS,CARLOS JAVIER LAMARQUE CANO,0.287543,0.020047,-0.214713183,-0.286998452,0.435116385
7,26,MORENA,0.137464286,0.252233326,0.420285452,0.387302978,0.43025144,0.021013493,RAUL AUGUSTO SILVA VELA,ANA MARIA LUISA VALDES AVILES,HILDELISA GONZALEZ MORALES,0.481816714,0.089123571,-0.249838692,-0.178018114,0.399271959
1,27,MORENA,0.019875677,0.095519084,0.582725479,0.050998071,0.251097946,0.11570508,YOLANDA ISABEL BOLON HERRADA,MARITZA MALLELY JIMENEZ PEREZ,ESTELA NUÑEZ ALVAREZ,0.5716362,0.1199124,-0.031122394,-0.155578862,0.467020399
2,27,MORENA,0.008168117,0.090841546,0.598487173,0.018953371,0.317505119,0.050104686,OVIDIO CHABLE MARTINEZ DE ESCOBAR,CARLOS HERNANDEZ REYEZ,TERESA BURELO CORTAZAR,0.5581745,0.1069105,-0.010785254,-0.226663573,0.548382487
3,27,MORENA,0.012216921,0.117984701,0.574311384,0.008280689,0.21712767,0.236313491,ALIPIO OVANDO MAGAÑA,MINERVA OCAÑA PEREZ,GREGORIO EFRAIN ESPADAS MENDEZ,0.4887995,0.088703,0.003936232,-0.099142969,0.337997893
4,27,MORENA,0.021121292,0.075815572,0.741314417,0.031604479,0.247650724,0.198711711,SOLANGE MARIA SOLER LANZ,JORGE ALBERTO LAZO ZENTELLA,MANUEL RODRIGUEZ GONZALEZ,0.289665,0.028869,-0.010483187,-0.171835152,0.542602706
5,27,MORENA,0.01581868,0.089263837,0.643102299,0.132231738,0.246079239,0.085637602,MARIA CANDELARIA JIMENEZ LEON,AQUILES REYES QUIROZ,LAURA PATRICIA AVALOS MAGAÑA,0.46327925,0.087651,-0.116413058,-0.156815402,0.557464697
6,27,MORENA,0.015143218,0.097915057,0.631189063,0.022230842,0.296216102,0.112367317,GUILLERMO TORRES LOPEZ,YOLANDA RUEDA DE LA CRUZ,RICARDO DE LA PEÑA MARSHALL,0.45972275,0.080451,-0.007087624,-0.198301045,0.518821746
1,28,PAN,0.324730389,0.210269097,0.301449819,0.405674542,0.407905547,0.019059153,JOSE SALVADOR ROSAS QUINTANILLA,JUAN DE DIOS JUANES CARRIZALEZ,JOSE HERIBERTO CANTU DEANDAR,0.355003,0.033011,-0.080944153,-0.19763645,0.282390666
2,28,MORENA,0.344816643,0.136286243,0.352792916,0.267833056,0.405189241,0.05224153,JUANA ALICIA SANCHEZ JIMENEZ,ARMANDO BENITO DE JESUS SAENZ BARELLA,OLGA JULIANA ELIZONDO GUERRA,0.469062667,0.028930667,0.076983587,-0.268902998,0.300551386
3,28,PAN,0.315961351,0.222076333,0.294902872,0.234270424,0.497455675,0.03520345,MA. DEL CARMEN PEREZ ROSAS,COPITZI YESENIA HERNANDEZ GARCIA,HECTOR JOEL VILLEGAS GONZALEZ,0.545759714,0.086034,0.081690927,-0.275379342,0.259699422
4,28,MORENA,0.319427628,0.194415317,0.346389364,0.313414096,0.421084099,0.030185267,VERONICA SALAZAR VASQUEZ,ANTO ADAN MARTE TLALOC TOVAR GARCIA,ADRIANA LOZANO RODRIGUEZ,0.397305,0.042316,0.006013532,-0.226668782,0.316204097
5,28,PAN,0.310008054,0.270932591,0.245364216,0.092161237,0.422099343,0.016758302,MARIO ALBERTO RAMOS TAMEZ,ALEJANDRA CARDENAS CASTILLEJOS,REYNA GUADALUPE GARZA HINOJOSA,0.646797,0.139453125,0.217846817,-0.151166752,0.228605914
6,28,PAN,0.422623264,0.199263172,0.189829025,0.21324091,0.51473316,0.019004525,VICENTE JAVIER VERASTEGUI OSTOS,FLORENTINO ARON SAENZ COBOS,HECTOR LOPEZ GONZALEZ,0.637361,0.119583444,0.209382354,-0.315469988,0.1708245
7,28,MORENA,0.272755302,0.17067853,0.382452045,0.170797992,0.416098655,0.047902923,JESUS ZEFERINO LEE RODRIGUEZ,GRISELDA CARRILLO REYES,ERASMO GONZALEZ ROBLEDO,0.349293,0.0326745,0.10195731,-0.245420125,0.334549122
8,28,MORENA,0.328834325,0.151369536,0.344872085,0.284412146,0.350050231,0.061626909,MA DEL ROSARIO GONZALEZ FLORES,ELVIA ILSE HOLGUERA ALTAMIRANO,OLGA PATRICIA SOSA RUIZ,0.282824,0.020716,0.044422179,-0.198680695,0.283245176
9,28,MORENA,0.314258332,0.082054451,0.443531607,0.275749621,0.403364551,0.048606128,ERNESTO GABRIEL ROBINSON TERAN,GUSTAVO RICO DE SARO,ARMANDO JAVIER ZERTUCHE ZUANI,0.348066,0.029813,0.038508711,-0.3213101,0.394925479
1,29,MORENA,0.166392398,0.170648288,0.407394415,0.158558946,0.363378674,0.194837877,HUMBERTO AGUSTIN MACIAS ROMERO,MARIANO GONZALEZ AGUIRRE,JOSE DE LA LUZ SOSA SALINAS,0.643133263,0.071617947,0.007833452,-0.192730386,0.212556538
2,29,MORENA,0.105051412,0.144236779,0.494062473,0.16941269,0.217763794,0.103251622,LAURA ALEJANDRA RAMIREZ ORTIZ,BLANCA AGUILA LIMA,RUBEN TERAN AGUILA,0.5382394,0.053015067,-0.064361278,-0.073527015,0.390810851
3,29,MORENA,0.079062695,0.112671071,0.534413561,0.126047998,0.272016698,0.100389506,MARIA GUADALUPE SANCHEZ SANTIAGO,SANDRA CORONA PADILLA,LORENA CUELLAR CISNEROS,0.574740214,0.054265571,-0.046985303,-0.159345627,0.434024055
1,30,PAN,0.356718163,0.135439212,0.313599274,0.272865947,0.351507544,0.047008882,RICARDO GARCIA ESCALANTE,MANUEL GUERRERO SANCHEZ,REYNA ENITH DOMINGUEZ WONG,0.633927154,0.140521077,0.083852216,-0.216068332,0.266590392
2,30,PAN,0.320898393,0.140263634,0.265037339,0.248410458,0.260480424,0.033980583,JESUS GUZMAN AVILES,VALENTIN ARRIETA SAN ROMAN,MARIA GUADALUPE ARGUELLES LOZANO,0.811324733,0.325854067,0.072487935,-0.12021679,0.231056756
3,30,MORENA,0.272484514,0.163805297,0.389552748,0.300416794,0.338343287,0.090476878,ARTURO ESQUITIN ORTIZ,JOSE ROBERTO ARENAS MARTINEZ,MARIA BERTHA ESPINOZA SEGURA,0.631645667,0.1566135,-0.02793228,-0.17453799,0.29907587
4,30,MORENA,0.368233906,0.061702738,0.3937888,0.317594388,0.208063148,0.113788558,SERGIO GIL RULLAN,SHEILA RUBI FLORES TENORIO,RICARDO FRANCISCO EXSOME ZAPATA,0.332496,0.035771,0.050639518,-0.14636041,0.280000242
5,30,MORENA,0.138405318,0.092209001,0.416960482,0.095206786,0.248050673,0.101985443,GREGORIO GOMEZ MARTINEZ,LILIA CHRISTFIELD LUGO,RAQUEL BONILLA HERRERA,0.484724,0.091421333,0.043198532,-0.155841672,0.314975039
6,30,MORENA,0.204215954,0.139658154,0.356610582,0.073839436,0.28459859,0.055198826,RODOLFO GUADALUPE QUIROZ MAR,CELESTINO PINO GUEVARA,JAIME HUMBERTO PEREZ BERNABE,0.759341333,0.317880867,0.130376518,-0.144940436,0.301411756
7,30,MORENA,0.203904224,0.123930434,0.436814372,0.21615129,0.241154284,0.124625816,EDUARDO SANCHEZ MACIAS,DALIA JAZMIN GUTIERREZ DE LA ROSA,RODRIGO CALDERON SALAS,0.754261222,0.195254,-0.012247066,-0.11722385,0.312188556
8,30,MORENA,0.276577318,0.136947016,0.371211691,0.202926465,0.269064864,0.106981479,NOREYA PORTILLA GUMECINDO,MARILDA ELISA RODRIGUEZ AGUIRRE,DANIELA GUADALUPE GRIEGO CEBALLOS,0.675466955,0.138767273,0.073650853,-0.132117848,0.264230212
9,30,MORENA,0.278640545,0.181172012,0.340466546,0.200830856,0.250072676,0.159016101,ESTEBAN DE JESUS ACOSTA LAGUNES,LINDA RUBI MARTINEZ DIAZ,CARMEN MORA GARCIA,0.6916415,0.131319,0.077809689,-0.068900664,0.181450445
10,30,MORENA,0.202675494,0.092414108,0.496304075,0.179284921,0.11296561,0.252193348,YOLANDA RENDON HERNANDEZ,MARIA AMPARO ALVAREZ CASTILLA,RAFAEL HERNANDEZ VILLALPANDO,0.375683,0.036397,0.023390573,-0.020551502,0.244110727
11,30,MORENA,0.158531719,0.086486541,0.607411112,0.100611503,0.208569596,0.336660252,RENATO TRONCO GOMEZ,FERNANDO BAÑOS SANCHEZ,FLORA TANIA CRUZ SANTOS,0.4839295,0.07195475,0.057920216,-0.122083055,0.27075086
12,30,PAN,0.424391247,0.097021335,0.326291745,0.415109515,0.180738939,0.108119064,MARIANA DUNYASKA GARCIA ROJAS,RAUL ZARRABAL FERAT,CITLALLI NAVARRO DEL ROSARIO,0.4203444,0.05428,0.009281732,-0.083717604,0.218172681
13,30,MORENA,0.301688503,0.130135821,0.373127083,0.320718455,0.29458898,0.083186128,TITA NIEVA AGUIRRE,ANA ROSA VALDES SALAZAR,ELEUTERIO ARRIETA SANCHEZ,0.629316143,0.118722214,-0.019029952,-0.164453159,0.289940955
14,30,MORENA,0.19786776,0.121742176,0.501115838,0.102797515,0.323415395,0.159194768,MARICELA URIBE ESQUIVEL,RAUL ALFARO ALOR,CARMEN MEDEL PALMA,0.691321,0.193351714,0.095070245,-0.201673219,0.34192107
15,30,MORENA,0.230360277,0.104040056,0.42359709,0.259912409,0.2817088,0.136685265,HUGO CHAHIN MALULY,IVONNE RISSO LOPEZ,DULCE MARIA CORINA VILLEGAS GUARNEROS,0.6968202,0.2287642,-0.029552132,-0.177668744,0.286911825
16,30,MORENA,0.206637814,0.11957304,0.447340012,0.282381671,0.27020757,0.121360339,MARIA SOL ARRONIZ DE LA HUERTA,JUAN ANTONIO LAVIN TORRES,JUAN MARTINEZ FLORES,0.608357889,0.117890667,-0.075743857,-0.15063453,0.325979673
17,30,MORENA,0.27033171,0.126253363,0.404021877,0.097348363,0.464613206,0.103524808,TITO DELFIN CANO,JOSE JESUS VAZQUEZ GONZALEZ,VALENTIN REYES LOPEZ,0.612166786,0.133553,0.172983347,-0.338359843,0.300497069
18,30,MORENA,0.194418382,0.16127338,0.371835927,0.245611427,0.255662674,0.079695065,DULCE MARIA GARCIA LOPEZ,PEDRO MONTALVO GOMEZ,BONIFACIO AGUILAR LINDA,0.795355308,0.343306577,-0.051193045,-0.094389294,0.292140862
19,30,MORENA,0.250486759,0.077344157,0.386380321,0.138683858,0.342703995,0.10888414,RAFAEL FARARONI MORTERA,DIBANHI ARACELI DIAZ DE LA CERDA,PAOLA TENORIO ADAME,0.5830806,0.1170985,0.111802901,-0.265359838,0.277496181
20,30,MORENA,0.15298141,0.131984264,0.523133887,0.148420909,0.34628811,0.185434991,JESSICA MARGARITA ZETINA COLI,YAMILET CRUZ ESCOBAR,EULALIO JUAN RIOS FARARONI,0.696187357,0.228877357,0.004560501,-0.214303846,0.337698896
1,31,PRI,0.260235024,0.376429967,0.227419764,0.377547332,0.48221034,0.050578123,MANUEL JESUS ARGAEZ CEPEDA,JESUS CARLOS VIDAL PENICHE,JAZMIN YANELI VILLANUEVA MOO,0.701789314,0.220025914,-0.117312308,-0.105780373,0.176841641
2,31,PRI,0.268074898,0.323445783,0.200450767,0.298344247,0.431267585,0.027512885,INGRID DEL PILAR SANTOS DIAZ,MARIA ESTER ALONZO MORALES,PABLO EFREN DUARTE SANCHEZ,0.544301778,0.101221028,-0.030269349,-0.107821802,0.172937882
3,31,PAN,0.312895161,0.233354714,0.30900737,0.345935417,0.466727829,0.037843907,CECILIA ANUNCIACION PATRON LAVIADA,JOSE CRESCENCIO GUTIERREZ GONZALEZ,ROGER HERVE AGUILAR SALAZAR,0.229398,0.017961,-0.033040256,-0.233373115,0.271163463
4,31,PAN,0.390055355,0.213951768,0.26759046,0.429638071,0.372918473,0.04241088,JOSE ELIAS LIXA ABIMERHI,MARY TONY GASQUE LOPEZ,ANTONIO PERAZA VALDEZ,0.229398,0.017961,-0.039582716,-0.158966705,0.22517958
