distrito,entidad,ganador_2018,pan_2018_%,pri_2018_%,morena_2018_%,pan_2015_%,pri_2015_%,morena_2015_%,candidato_pan,candidato_pri,candidato_morena,pobreza_2015_%,pobreza_extrema_2015_%,diff_pan,diff_pri,diff_morena
8,12,MORENA,0.038719562,0.125790698,0.340167743,0.059767977,0.185417464,0.03027596,OCIEL HUGAR GARCIA TRUJILLO,EDEL CHONA MORALES,RUBEN CAYETANO GARCIA,0.732540333,0.268204417,-0.021048415,-0.059626766,0.309891783
9,12,MORENA,0.044663055,0.171385072,0.478442032,0.054622081,0.385549028,0.037716753,NAPOLEON ASTUDILLO MARTINEZ,EDUARDO IGNACIO NEIL CUEVA RUIZ,MARIA DEL ROSARIO MERLIN GARCIA,0.566394,0.121217,-0.009959026,-0.214163956,0.440725279
1,13,MORENA,0.066594187,0.236221276,0.359706612,0.115572071,0.333991056,0.037608332,MARLEN MEDINA FERNANDEZ,SAYONARA VARGAS RODRIGUEZ,FORTUNATO RIVERA CASTILLO,0.769656533,0.2731074,-0.048977884,-0.09776978,0.32209828
2,13,MORENA,0.085093402,0.160580319,0.441391648,0.157058458,0.367340826,0.066544864,MARGARITA RAMOS VILLEDA,HECTOR PEDRAZA OLGUIN,CIPRIANO CHARREZ PEDRAZA,0.648549063,0.14999875,-0.071965056,-0.206760507,0.374846784
3,13,MORENA,0.061563071,0.204260613,0.498095673,0.069775256,0.374773381,0.071963303,NANCY JANETH LUNA ZUÑIGA,JAIME GALINDO UGALDE,SANDRA SIMEY OLVERA BAUTISTA,0.565680895,0.080195895,-0.008212185,-0.170512768,0.42613237
4,13,MORENA,0.080456374,0.205771722,0.465192391,0.120713929,0.329933239,0.065824969,LILIANA VILLAVICENCIO RUIZ,EMILSE MIRANDA MUNIVE,MARIA ISABEL ALFARO MORALES,0.6453372,0.1658825,-0.040257555,-0.124161517,0.399367422
5,13,MORENA,0.110336556,0.167601411,0.496202653,0.190563523,0.326067461,0.108010503,GLORIA ROMERO LEON,CUAUHTEMOC OCHOA FERNANDEZ,JULIO CESAR ANGELES MENDOZA,0.4269072,0.0513941,-0.080226967,-0.15846605,0.38819215
6,13,MORENA,0.12709796,0.181227437,0.493893823,0.12332299,0.295931125,0.091269507,LORENZO DANIEL LUDLOW KURI,CITLALI JARAMILLO RAMIREZ,LIDIA GARCIA ANAYA,0.41700625,0.03197625,0.00377497,-0.114703688,0.402624316
7,13,MORENA,0.108008093,0.164171672,0.488447547,0.099633946,0.29149194,0.077493069,ERIKA VANESSA ALEMON HERNANDEZ,FRANCISCO SINUHE RAMIREZ OVIEDO,JANNET TELLEZ INFANTE,0.4234838,0.0355546,0.008374147,-0.127320268,0.410954478
1,14,MC,0.159287073,0.186030513,0.212039751,0.276763366,0.295293846,0.026956572,EDUARDO RON RAMOS,LUCIA AGUILAR CARRILLO,MITSUO JANATHAN IXCOATL HERNANDEZ DELGADO,0.505542167,0.092904583,-0.117476293,-0.109263333,0.185083179
2,14,PAN,0.31312909,0.154192208,0.137686178,0.344665265,0.294896044,0.020812455,MARTHA ESTELA ROMO CUELLAR,JUAN ALBERTO MARQUEZ DE ANDA,LUIS FERNANDO TORRES MARTIN,0.452298714,0.038851143,-0.031536175,-0.140703836,0.116873723
3,14,PAN,0.326210261,0.17359674,0.117718329,0.347528233,0.300838984,0.009754135,GUADALUPE ROMO ROMO,MIGUEL HERNANDEZ ANAYA,LUIS TARCICIO RAMIREZ GUTIERREZ,0.463905583,0.036560333,-0.021317972,-0.127242244,0.107964194
4,14,MORENA,0.15738933,0.154971816,0.278852568,0.131453439,0.308817626,0.031337819,MARIO ALBERTO RODRIGUEZ CARRILLO,SALVADOR ARELLANO GUZMAN,ALEJANDRA MARGARITA GIADANS VALENZUELA,0.28088,0.019449,0.025935891,-0.15384581,0.247514749
5,14,MORENA,0.05541109,0.225697897,0.323295092,0.171819063,0.265190371,0.023528838,RAMON DEMETRIO GUERRERO MARTINEZ,CESAR IGNACIO ABARCA GUTIERREZ,LORENA DEL SOCORRO JIMENEZ ANDRADE,0.450723778,0.052699333,-0.116407973,-0.039492474,0.299766254
6,14,MC,0.193889823,0.122571018,0.257708711,0.152127575,0.294996137,0.030388212,FABIOLA RAQUEL GUADALUPE LOYA HERNANDEZ,JUAN CARLOS GARCIA CHRISTEINICKE,RUTH AMELIA CHAVEZ PARRA,0.28088,0.019449,0.041762248,-0.172425119,0.227320499
7,14,MORENA,0.098352827,0.153469202,0.293214412,0.142201035,0.314162694,0.032169768,JUAN CARLOS VILLARREAL SALAZAR,NICOLAS MAESTRO LANDEROS,MARIA ELIZABETH FLORES VAZQUEZ,0.373255,0.038501,-0.043848208,-0.160693492,0.261044644
8,14,CAND_IND_01,0.182124018,0.108733213,0.196271038,0.181846677,0.224289433,0.032773734,ABRIL ALCALA PADILLA,XIMENA RUIZ URIBE,ROCIO DEL CARMEN MACIAS GOMEZ,0.253581,0.013786,0.000277341,-0.11555622,0.163497304
9,14,MORENA,0.114011449,0.136477877,0.305078207,0.095699959,0.272860852,0.02827379,CARMEN JULIA PRUDENCIO GONZALEZ,VICTORIA ANAHI OLGUIN ROJAS,DEMETRIO ALMEDA HERNANDEZ,0.253581,0.013786,0.01831149,-0.136382975,0.276804417
10,14,CAND_IND_01,0.221247654,0.084865862,0.167023238,0.21529281,0.195220346,0.035063146,GERALDINA ISABEL HERRERA VEGA,MARIANA SOPHIA MARQUEZ LAUREANO,CARLA PATRICIA HERNANDEZ GONZALEZ,0.28088,0.019449,0.005954844,-0.110354484,0.131960092
11,14,MORENA,0.126258211,0.13282211,0.283147949,0.112627591,0.269671696,0.029102579,KEHILA ABIGAIL KU ESCALANTE,NORMA ELIZABETH CHAVEZ ARIAS,ANA SOFIA MARTINEZ SANCHEZ,0.253581,0.013786,0.01363062,-0.136849586,0.25404537
12,14,MC,0.111630346,0.07216536,0.291225951,0.102236609,0.143621343,0.018414159,ADRIANA GABRIELA MEDINA ORTIZ,ALINA PEREZ GONZALEZ,JENNIFER NATHALIE GONZALEZ LOPEZ,0.320422,0.020688,0.009393737,-0.071455983,0.272811792
13,14,CAND_IND_01,0.151901116,0.106116737,0.214279834,0.159370203,0.215478095,0.03300086,LOURDES CELENIA CONTRERAS GONZALEZ,KARLA TORRES CERVANTES,ALEJANDRO LOPEZ IBARRA,0.3140225,0.026087,-0.007469087,-0.109361358,0.181278974
14,14,MC,0.15652981,0.109459889,0.273652245,0.13396937,0.211463043,0.028033965,JUAN FRANCISCO RAMIREZ SALCIDO,SERGIO JAVIER OTAL LOBO,FRANCISCO JAVIER MOSQUEDA MANZO,0.253581,0.013786,0.02256044,-0.102003154,0.24561828
15,14,MORENA,0.138950728,0.18513745,0.232434483,0.239773175,0.352933209,0.025397744,ABSALON GARCÍA OCHOA,MARIA DEL REFUGIO RUIZ MORENO,FRANCISCO SEGOVIANO TRUJILLO,0.449876667,0.052620111,-0.100822447,-0.167795759,0.207036739
16,14,MORENA,0.119250322,0.157861211,0.299081276,0.130129159,0.307934524,0.045390642,MARISOL ACEVEDO ORTEGA,CYNTHIA VALDOVINOS SANCHEZ,LAURA IMELDA PEREZ SEGURA,0.347165,0.032725,-0.010878837,-0.150073313,0.253690634
17,14,MC,0.119976422,0.191561443,0.232178202,0.190514522,0.293306853,0.044121722,JUAN MARTIN ESPINOZA CARDENAS,SERGIO MIGUEL MARTIN CASTELLANOS,LUIS FERNANDO PEREZ RIVERA,0.500453,0.0654446,-0.0705381,-0.10174541,0.18805648
18,14,MORENA,0.139575069,0.213904724,0.228889556,0.241661481,0.35057586,0.025998802,MONICA ALMEIDA LOPEZ,FABRICIO ISRAEL CORONA VIZCARRA,MARCO TULIO ROSAS ROMERO,0.500794045,0.083080318,-0.102086412,-0.136671136,0.202890754
19,14,MC,0.097123351,0.160179585,0.250645351,0.223520289,0.290468832,0.040198559,ALBERTO ESQUER GUTIERREZ,SALVADOR BARAJAS DEL TORO,CLARA CARDENAS GALVAN,0.503009611,0.070685778,-0.126396938,-0.130289247,0.210446792
20,14,MC,0.108294428,0.156762771,0.252156879,0.171527322,0.302559391,0.025296408,ANA PRISCILA GONZALEZ GARCIA,JORGE ARANA ARANA,CUAUHTEMOC PEÑA CORTES,0.3498424,0.0344986,-0.063232894,-0.14579662,0.226860471
1,15,MORENA,0.153810202,0.251798273,0.306952729,0.229939483,0.42398993,0.026745601,JOSE ANTONIO MEDINA VEGA,RICARDO AGUILAR CASTILLO,PABLO MARTIN MORALES LUCAS,0.6460257,0.1310138,-0.076129281,-0.172191657,0.280207128
2,15,MORENA,0.093568077,0.13723499,0.465749631,0.094530722,0.275347821,0.102600012,EDGAR ADRIAN HERNANDEZ MARQUEZ,CYNTHIA BENAVIDES CHAVEZ,DIONICIA VAZQUEZ GARCIA,0.4592464,0.045909,-0.000962645,-0.138112831,0.363149619
3,15,MORENA,0.139315371,0.243602772,0.35249984,0.131925304,0.403158775,0.062302189,DULCE POLETT BASTIDA MORALES,HECTOR EDUARDO VELASCO MONROY,MARIA TERESA MARU MEJIA,0.6339514,0.106901,0.007390067,-0.159556003,0.290197651
4,15,MORENA,0.162477246,0.176930617,0.443895305,0.256433723,0.32087264,0.112028911,GUADALUPE JASMIN ROJAS JASSO,ISRAEL SARABIA GARCIA,NELLY MINERVA CARRASCO GODINEZ,0.4321665,0.048754,-0.093956477,-0.143942023,0.331866394
5,15,MORENA,0.121291096,0.230570333,0.427306753,0.178373882,0.3796605,0.09579785,NORMA GUADALUPE ESPINOSA MORA,ROBERTO SANCHEZ CAMPOS,FRANCISCO FAVELA PEÑUÑURI,0.54411275,0.053993167,-0.057082786,-0.149090167,0.331508903
6,15,MORENA,0.140848867,0.143041531,0.477047005,0.152975971,0.263989456,0.129401982,NORA VERONICA OROZCO CHAVEZ,LAURA IVONNE RUIZ MORENO,CAROLINA GARCIA AGUILAR,0.3907,0.03425,-0.012127104,-0.120947925,0.347645023
7,15,MORENA,0.211971475,0.124580555,0.44588861,0.261562932,0.265712731,0.124308616,MARIA JUANA ROJAS COATE,RENATO MALDONADO GOMEZ,XOCHITL NASHIELLY ZAGAL RAMÍREZ,0.276818,0.028238,-0.049591457,-0.141132176,0.321579994
8,15,MORENA,0.117584216,0.135616142,0.468206379,0.109872627,0.254627022,0.125930098,JOSE JUAN BARRIENTOS MAYA,ERNESTO LAGUARDIA LONGEGA,GUSTAVO CONTRERAS MONTES,0.364116,0.033288,0.007711589,-0.11901088,0.342276281
9,15,PRI,0.11335107,0.342531512,0.260601769,0.21918186,0.499132833,0.020101118,SARA SALINAS REYES,EDUARDO ZARZOSA SANCHEZ,JORGE CHAVEZ MUNGUIA,0.7788034,0.2618334,-0.10583079,-0.156601321,0.240500651
10,15,MORENA,0.105759362,0.165143089,0.487260424,0.080604231,0.31174749,0.126569851,JUAN MEDINA HERNANDEZ,BRENDA MARIA IZONTLI ALVARADO SANCHEZ,ALMA DELIA NAVARRETE RIVERA,0.427423,0.049127,0.025155131,-0.146604401,0.360690573
11,15,MORENA,0.09971446,0.159025764,0.476068859,0.085934608,0.300801974,0.125425223,J. PAZ GERARDO SANDOVAL RODRIGUEZ,LINDA ELENA DUARTE CRUZ,MARÍA EUGENIA HERNÁNDEZ PEREZ,0.427423,0.049127,0.013779852,-0.14177621,0.350643636
12,15,MORENA,0.067183157,0.295978473,0.427062511,0.054291759,0.440374488,0.069568349,ROCIO GUZMAN SUAREZ,CARLOS ENRIQUEZ SANTOS,FELIPE RAFAEL ARVIZU DE LA LUZ,0.541561,0.080795,0.012891398,-0.144396015,0.357494162
13,15,MORENA,0.107975419,0.162575424,0.480334202,0.093061533,0.292827405,0.153811624,YATXIL AMELLALLI CABALLERO TELLEZ,MARIO ALBERTO CERVANTES PALOMINO,MARÍA ELIZABETH DÍAZ GARCIA,0.427423,0.049127,0.014913886,-0.130251981,0.326522578
14,15,MORENA,0.257293892,0.132170298,0.403900044,0.296684236,0.232081044,0.118350716,NELYDA MOCIÑOS JIMENEZ,SYLVIA YVONNE REYES GONZALEZ,CLAUDIA ANGELICA DOMINGUEZ VAZQUEZ,0.322543667,0.027988,-0.039390344,-0.099910746,0.285549328
15,15,MORENA,0.250449249,0.125008089,0.389544579,0.352540433,0.242221125,0.10345179,LUIS ALBERTO LUNA ESPINOZA,MARIA LUISA GUDIÑO AGUILAR,RAUL ERNESTO SANCHEZ BARRALES ZAVALZA,0.342092,0.023394,-0.102091184,-0.117213036,0.286092789
16,15,MORENA,0.103759175,0.180089664,0.479803466,0.125066989,0.294986966,0.144568683,ROBERTO HERNANDEZ GOMEZ,ROSA DE LIMA LOPEZ ESCOBAR,EMILIO MANZANILLA TELLEZ,0.388072,0.0407295,-0.021307814,-0.114897302,0.335234783
17,15,MORENA,0.09651564,0.173955794,0.498703868,0.073478485,0.320489027,0.162827405,CLAUDIA CASTELLO REBOLLAR,MARIA VERONICA SOLIS GARCIA,MARÍA GUADALUPE ROMÁN ÁVILA,0.427423,0.049127,0.023037155,-0.146533233,0.335876463
18,15,MORENA,0.280966216,0.201165808,0.297481836,0.303381388,0.349243231,0.066754817,CLAUDIA REYES MONTIEL,MARIA ISABEL SANCHEZ HOLGUIN,JERONIMO MORALES OLIVARES,0.4745626,0.0572526,-0.022415172,-0.148077423,0.230727019
19,15,MORENA,0.213164606,0.168357612,0.41805948,0.246766074,0.258391747,0.116688843,ALDO BRUNO GUERRERO VAZQUEZ,PERLA GUADALUPE MONROY MIRANDA,ULISES MURGUIA SOTO,0.348721,0.032332,-0.033601468,-0.090034135,0.301370637
20,15,MORENA,0.088391216,0.131492558,0.443501865,0.052945649,0.220299672,0.120137625,ELIZABETH CATALAN PADILLA,IDIDA ALEJANDRA RAMOS LÓPEZ,JUAN PABLO SÁNCHEZ RODRIGUEZ,0.386713,0.035349,0.035445567,-0.088807114,0.32336424
21,15,MORENA,0.070583134,0.213922924,0.460859723,0.100005928,0.366661232,0.07733693,MIRIAM CARRANZA TRINIDAD,JOSE FIDEL CONTRERAS MARTINEZ,GRACIELA SÁNCHEZ ORTIZ,0.62085,0.0995238,-0.029422794,-0.152738308,0.383522793
22,15,MORENA,0.320079472,0.162187183,0.340032127,0.37346736,0.225587293,0.107369629,JOSE LUIS DURAN REVELES,GUSTAVO PARRA SANCHEZ,MARÍA TERESA REBECA ROSA MORA RÍOS,0.370506,0.038593,-0.053387888,-0.06340011,0.232662498
23,15,MORENA,0.127376462,0.205337608,0.398524142,0.215648217,0.346878422,0.0694806,MIGUEL DE JESUS HERNANDEZ,DIEGO ERIC MORENO VALLE,DAVID ORIHUELA NAVA,0.582185444,0.074699889,-0.088271755,-0.141540814,0.329043542
24,15,MORENA,0.216300516,0.151940848,0.419486341,0.253675693,0.284883509,0.127647776,RAYMUNDO GARZA VILCHIS,RUTH GABRIELA GOLDSCHMIED GUASCH,MARÍA DE LOS ÁNGELES HUERTA DEL RIO,0.370506,0.038593,-0.037375177,-0.132942661,0.291838565
25,15,MORENA,0.054725623,0.300567453,0.430286723,0.045611804,0.381391503,0.178923938,MARIA CANDELARIA GONZALEZ GALICIA,MARIA PAZ MENDOZA SANCHEZ,DELFINO LÓPEZ APARICIO,0.614622,0.091682,0.009113819,-0.08082405,0.251362785
26,15,MORENA,0.19319195,0.206447768,0.375034118,0.214843001,0.37268423,0.063519912,JAIME AMADO LOPEZ GOMEZ,JOSE FRANCISCO OZUNA RODRIGUEZ,ESMERALDA DE LOS ANGELES MORENO MEDINA,0.541391,0.08726,-0.021651051,-0.166236462,0.311514206
27,15,MORENA,0.209594552,0.204076518,0.353145539,0.208292978,0.35763467,0.069546434,JOSE ANTONIO FLORES FERNANDEZ,ALEXA REYES NADER,OSCAR GONZALEZ YAÑEZ,0.424479333,0.0349425,0.001301574,-0.153558152,0.283599105
28,15,MORENA,0.136553792,0.192857794,0.418468847,0.235270521,0.323254782,0.053429837,MA. GUADALUPE RAMIREZ MONROY,EDGAR REYES LOPEZ,ROBERTO ANGEL DOMINGUEZ RODRIGUEZ,0.5205944,0.0522752,-0.098716729,-0.130396988,0.36503901
29,15,MORENA,0.066608489,0.130022301,0.436185577,0.03977404,0.234451234,0.09039109,VENANCIO LUIS SANCHEZ JIMENEZ,ESMERALDA MORENO BEIZA,MARTHA ROBLES ORTIZ,0.386713,0.035349,0.026834449,-0.104428933,0.345794487
30,15,MORENA,0.050335338,0.328461969,0.419836196,0.035939,0.341900395,0.169265223,CINTHIA  NAYELI GOMEZ HERNANDEZ,ROSALBA PINEDA RAMIREZ,CÉSAR AGUSTÍN HERNÁNDEZ PEREZ,0.53156,0.072178,0.014396338,-0.013438426,0.250570973
31,15,MORENA,0.056615516,0.131613521,0.425611021,0.027876011,0.199150375,0.084547348,JOSE MANUEL BALLESTEROS LOPEZ,JOSE LUIS MONTERO RAMOS,JUAN ÁNGEL BAUTISTA BRAVO,0.386713,0.035349,0.028739505,-0.067536854,0.341063673
32,15,MORENA,0.050714032,0.122231658,0.464870595,0.031851249,0.221179906,0.216095117,RAMON MONTALVO HERNANDEZ,FANY SORIANO RAMOS,LUIS ENRIQUE MARTINEZ VENTURA,0.589827,0.094606,0.018862783,-0.098948248,0.248775478
33,15,MORENA,0.079696612,0.161501759,0.472360114,0.059170053,0.30436971,0.088512733,ALICIA AGUILA MENDEZ,FRANCISCO OSORNO SOBERON,VICENTE ALBERTO ONOFRE VAZQUEZ,0.457526333,0.051706,0.020526559,-0.142867951,0.383847381
34,15,MORENA,0.215858956,0.181408233,0.391947499,0.243764632,0.309617606,0.078176994,MAURICIO LOPEZ CHAVEZ,JORGE OMAR VELAZQUEZ RUIZ,MIROSLAVA CARRILLO MARTINEZ,0.454852,0.06096,-0.027905676,-0.128209373,0.313770505
35,15,MORENA,0.14534583,0.204439643,0.342446926,0.146713927,0.377870329,0.06429774,ELVIA ISOJO VELASQUEZ,GUSTAVO MICHUA Y MICHUA,ARTURO ROBERTO HERNANDEZ TAPIA,0.664630083,0.127067583,-0.001368097,-0.173430686,0.278149186
36,15,MORENA,0.081185818,0.30000407,0.31786097,0.206760785,0.382452509,0.028812181,MARICARMEN GARCIA SANCHEZ,CRUZ JUVENAL ROA SANCHEZ,YOLANDA FLORES VALDEZ,0.735911529,0.209328059,-0.125574967,-0.082448439,0.289048789
37,15,MORENA,0.137695049,0.171668844,0.453505931,0.215970791,0.254101217,0.093231904,ARACELI RUIZ MARTINEZ,FRANCISCO JAVIER FERNANDEZ CLAMONT,PEDRO MARIO ZENTENO SANTAELLA,0.4169988,0.0425078,-0.078275742,-0.082432373,0.360274027
38,15,MORENA,0.073482744,0.163019973,0.517078407,0.035976846,0.272164307,0.386188123,MARIA DEL CARMEN CRUZ PAREDES,CARLA JIMENA MORELL ISLAS,KARLA YURITZI ALMAZÁN BURGOS,0.5891655,0.09066125,0.037505898,-0.109144334,0.130890284
39,15,MORENA,0.053035484,0.283442979,0.405515981,0.047140028,0.374090633,0.123389611,AGUSTIN CORONA RAMIREZ,FERNANDO GONZALEZ MEJIA,JOSE LUIS MONTALVO LUNA,0.5792445,0.093837,0.005895456,-0.090647654,0.28212637
40,15,MORENA,0.157565051,0.200586987,0.362611425,0.167721603,0.326466295,0.052109873,RUTH SALINAS REYES,ADOLFO JONATHAN SOLIS GOMEZ,MARCO ANTONIO REYES COLIN,0.62188675,0.12856725,-0.010156552,-0.125879308,0.310501552
41,15,MORENA,0.105756135,0.241811049,0.471160503,0.13324048,0.402773015,0.122098028,ELVIA VERONICA MAYORGA TRINIDAD,MARIA GUADALUPE SALAZAR HERNANDEZ,NANCY CLAUDIA RESENDIZ HERNANDEZ,0.473887,0.0445745,-0.027484345,-0.160961966,0.349062475
1,16,MORENA,0.030600391,0.193195158,0.439551235,0.07404331,0.355869838,0.072513188,ROSA MARIA HURTADO MARIN,J REYES GALINDO PEDRAZA,FELICIANO FLORES ANGUIANO,0.653125333,0.161329333,-0.043442919,-0.16267468,0.367038047
2,16,PRD,0.075722806,0.183742545,0.193168188,0.128914282,0.27462051,0.033095134,MAURICIO PRIETO GOMEZ,ANTONIO SOSA LOPEZ,ESTEBAN BARAJAS BARAJAS,0.693456588,0.151303294,-0.053191476,-0.090877965,0.160073054
3,16,MORENA,0.049977114,0.146772453,0.259780404,0.088987851,0.326432634,0.03014211,ELIAS IBARRA TORRES,SONIA ANGELICA RIVAS ESPITIA,MARY CARMEN BERNAL MARTINEZ,0.733912615,0.238747385,-0.039010737,-0.179660181,0.229638294
4,16,MORENA,0.234339167,0.174508511,0.260195954,0.233963808,0.301299502,0.027010196,ARMANDO TEJEDA CID,SILVIA ALEJANDRE MARAVILLA,YOLANDA LETICIA RUIZ SANCHEZ,0.611619467,0.1001768,0.000375359,-0.126790991,0.233185758
5,16,MORENA,0.199407371,0.162763134,0.272634113,0.271364472,0.280242736,0.073365208,CARMEN ERENDIRA CASTELLANOS PALLARES,SERGIO FLORES LUNA,YOLANDA GUERRERO BARRERA,0.596984556,0.088831556,-0.071957101,-0.117479602,0.199268905
6,16,MORENA,0.105265049,0.172889251,0.24121993,0.182823911,0.245224963,0.033355038,JEOVANA MARIELA ALCANTAR BACA,ANA KARINA LOPEZ ESPINO,ANITA SANCHEZ CASTRO,0.6984515,0.1648159,-0.077558862,-0.072335712,0.207864892
7,16,MORENA,0.092147014,0.170940226,0.281688784,0.151200075,0.249493874,0.057013797,VERONICA GARCIA REYES,EVA MARIA PIMENTEL REYES,GONZALO HERRERA PEREZ,0.705340923,0.218583692,-0.059053061,-0.078553648,0.224674987
8,16,MORENA,0.115144801,0.15177718,0.347719576,0.189981654,0.272465928,0.066234766,MANUEL ANTUNEZ ALVAREZ,WILFRIDO LAZARO MEDINA,ANA LILIA GUILLÉN QUIROZ,0.41157,0.058549,-0.074836853,-0.120688748,0.28148481
9,16,MORENA,0.120829259,0.07156716,0.321635908,0.216194348,0.212588279,0.049565973,EDNA GISEL DIAZ ACEVEDO,SELENE GOMEZ BARRAGAN,IGNACIO BENJAMIN CAMPOS EQUIHUA,0.514192,0.085144,-0.095365089,-0.141021119,0.272069935
10,16,MORENA,0.170920683,0.105513846,0.27339086,0.269868043,0.236292271,0.066777423,MIGUEL ANGEL VILLEGAS SOTO,GERONIMO COLOR GASCA,IVAN ARTURO PEREZ NEGRON RUIZ,0.41157,0.058549,-0.09894736,-0.130778425,0.206613437
11,16,MORENA,0.100553463,0.153413788,0.223767913,0.137807646,0.303887759,0.04201963,JOSE GUADALUPE AGUILERA ROJAS,ITZIA YURIXIH PEREZ VEGA,MERCEDES CALDERON GARCIA,0.676848286,0.175934571,-0.037254183,-0.150473971,0.181748283
12,16,MORENA,0.091266494,0.167518246,0.326086199,0.16527879,0.243574169,0.039788248,RUTH NOHEMI ESPINOZA PEREZ,NAYELI AVILA MADRIZ,FRANCISCO JAVIER HUACUS ESQUIVEL,0.613769,0.128995091,-0.074012296,-0.076055923,0.286297951
1,17,MORENA,0.202699129,0.060617783,0.358114527,0.205957225,0.150794764,0.127803724,EMMANUEL ALBERTO MOJICA LINARES,RANDY ELIZABETH PEREZ SOLIS,ALEJANDRO MOJICA TOLEDO,0.319057,0.037223,-0.003258096,-0.090176981,0.230310803
2,17,MORENA,0.099486918,0.070068773,0.394216167,0.090034319,0.165038527,0.099305571,MARIA DEL ROCIO GUADARRAMA GARCIA,MARIA ELENA SALDAÑA RAMIREZ,ALEJANDRA PANI BARRAGAN,0.4205565,0.06943375,0.009452599,-0.094969754,0.294910596
3,17,MORENA,0.057645386,0.131314578,0.365487026,0.072642704,0.155207638,0.075366721,MONICA REYES CARMONA,GUILLERMO DEL VALLE REYES,JUANITA GUERRA MENA,0.6165576,0.1561716,-0.014997318,-0.02389306,0.290120305
4,17,MORENA,0.038316596,0.092636282,0.326059043,0.056261208,0.27899776,0.072369523,GERARDO VARGAS SALGADO,JORGE MORALES BARUD,JORGE ARTURO ARGUELLES VICTORERO,0.5475644,0.1178387,-0.017944612,-0.186361478,0.25368952
5,17,MORENA,0.06496671,0.085887666,0.340105226,0.088971413,0.185153039,0.083242922,BERTHA OLIVA AVILA PEREZ,ANA BERTHA HARO SANCHEZ,JOSE GUADALUPE AMBROCIO GACHUZ,0.617939357,0.131573429,-0.024004703,-0.099265373,0.256862304
1,18,MORENA,0.124172658,0.181492002,0.42286522,0.089591413,0.451808424,0.045251195,JORGE FRANCISCO JAVIER VALLARTA TREJO,MARIA HILARIA DOMINGUEZ ARVIZU,MIGUEL PAVEL JARERO VELAZQUEZ,0.595354667,0.170111556,0.034581245,-0.270316422,0.377614025
2,18,MORENA,0.136301684,0.097344156,0.448188144,0.179875891,0.297450332,0.043578095,IVIDELIZA REYES HERNANDEZ,SOFIA BAUTISTA ZAMBRANO,MARIA GERALDINE PONCE MENDEZ,0.241744,0.018525,-0.043574207,-0.200106176,0.404610049
3,18,MORENA,0.201317473,0.119956344,0.454827163,0.294069957,0.427957451,0.045166395,HECTOR MIGUEL PANIAGUA SALAZAR,JOSE GOMEZ PEREZ,MIRTHA ILIANA VILLALVAZO AMAYA,0.4661761,0.076547,-0.092752484,-0.308001107,0.409660768
1,19,PAN,0.456229539,0.106560911,0.149594102,0.437971225,0.167340219,0.022744551,HERNAN SALINAS WOLBERG,LUIS TOUSSAINT ELOSUA,MARIO ALEJANDRO SOTO ESQUER,0.0951455,0.0054915,0.018258314,-0.060779308,0.126849551
2,19,PAN,0.26572975,0.212136865,0.2389305,0.29866521,0.304601113,0.028949345,OSCAR ALEJANDRO FLORES ESCOBAR,OSCAR ALBERTO CANTU GARCIA,MARIA GUILLERMINA ALVARADO MORENO,0.1741344,0.008915,-0.03293546,-0.092464248,0.209981155
3,19,PAN,0.220873563,0.186311302,0.204706199,0.255850579,0.320681324,0.029164348,JUAN RAMON MASTRETTA LOPEZ,SANDRA PATRICIA PALACIOS MEDINA,JOSE LUIS GARCIA DUQUE,0.223819,0.014922,-0.034977016,-0.134370022,0.175541851
4,19,PAN,0.413768262,0.086967805,0.177524219,0.488450154,0.158644331,0.028070003,RICARDO FLORES SUAREZ,MARIA DEL ROBLE GRAJALES FLORES,MARTHA ALICIA TRISTAN GUZMAN,0.1226115,0.0055735,-0.074681892,-0.071676526,0.149454216
5,19,PRI,0.138412582,0.292109681,0.15853302,0.195091194,0.365171294,0.021803944,ELIZABETH DEL CARMEN DURON SANCHEZ,MARCELA GUERRA CASTILLO,SANTIAGO GONZALEZ SOTO,0.166748,0.01048,-0.056678612,-0.073061613,0.136729076
6,19,PAN,0.320072614,0.141157202,0.145972961,0.342887336,0.223967646,0.029758906,ANNIA SARAHI GOMEZ CARDENAS,ARIADNE VALERIA GARCIA SALAS,JUDITH GRACE GONZALEZ HINCKS,0.1795905,0.011441,-0.022814722,-0.082810444,0.116214055
7,19,PAN,0.207242866,0.1865551,0.191721671,0.24051048,0.305783644,0.019704297,TANIA ELIZABETH PARTIDA HERNANDEZ,ROSALVA LLANES RIVERA,LAURA ERIKA DE JESUS GARZA GUTIERREZ,0.246118056,0.016195111,-0.033267614,-0.119228544,0.172017374
8,19,PAN,0.210209011,0.188552777,0.208985777,0.317460596,0.29912253,0.023654293,MARIA DEL CARMEN PEÑA DORADO,MA. DE JESUS AGUIRRE MALDONADO,ERNESTO VARGAS CONTRERAS,0.170583,0.008331667,-0.107251585,-0.110569753,0.185331484
9,19,PRI,0.245356427,0.300457198,0.125625808,0.333740894,0.406492868,0.010320193,MARIA ALEJANDRA HINOJOSA MALDONADO,JUAN FRANCISCO ESPINOZA EGUIA,JAIME ALBERTO YERENA SALAZAR,0.385425174,0.055791304,-0.088384467,-0.10603567,0.115305615
